Category,Descript,Resolution,Latitude,Longitude,Time,type
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.78211726,-122.4198425,1900-01-01 16:52:00,1.0
OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,"ARREST, CITED",37.78413995,-122.4109552,1900-01-01 16:51:00,1.0
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,"ARREST, CITED",37.78413995,-122.4109552,1900-01-01 16:51:00,1.0
NON-CRIMINAL,CASE CLOSURE,"ARREST, CITED",37.78413995,-122.4109552,1900-01-01 16:51:00,1.0
LARCENY/THEFT,GRAND THEFT FROM PERSON,NONE,37.77542071,-122.4034048,1900-01-01 16:50:00,1.0
FRAUD,"CREDIT CARD, THEFT BY USE OF",NONE,37.77542071,-122.4034048,1900-01-01 16:50:00,1.0
ASSAULT,BATTERY,NONE,37.78468928,-122.4146153,1900-01-01 16:35:00,1.0
MISSING PERSON,MISSING JUVENILE,NONE,37.73323547,-122.4021166,1900-01-01 16:30:00,1.0
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,NONE,37.72993469,-122.3977444,1900-01-01 16:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78200811,-122.4633483,1900-01-01 16:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78716241,-122.4394208,1900-01-01 16:30:00,1.0
MISSING PERSON,FOUND PERSON,NONE,37.73323547,-122.4021166,1900-01-01 16:30:00,1.0
VEHICLE THEFT,STOLEN TRUCK,NONE,37.77913196,-122.3975436,1900-01-01 16:00:00,1.0
NON-CRIMINAL,CASE CLOSURE,COMPLAINANT REFUSES TO PROSECUTE,37.77910763,-122.4847315,1900-01-01 16:00:00,1.0
FRAUD,DEFRAUDING AN INNKEEPER,"ARREST, CITED",37.7855611,-122.4068504,1900-01-01 16:00:00,1.0
SEX OFFENSES FORCIBLE,SEXUAL BATTERY,"ARREST, CITED",37.77858957,-122.4116262,1900-01-01 16:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.7711731,-122.4302635,1900-01-01 16:00:00,1.0
OTHER OFFENSES,HARASSING PHONE CALLS,NONE,37.78244651,-122.416343,1900-01-01 16:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.7709669,-122.4323218,1900-01-01 16:00:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.78136261,-122.4594517,1900-01-01 16:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.72569336,-122.4522897,1900-01-01 16:00:00,1.0
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,COMPLAINANT REFUSES TO PROSECUTE,37.77910763,-122.4847315,1900-01-01 16:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.78812427,-122.4176729,1900-01-01 15:52:00,1.0
OTHER OFFENSES,TRAFFIC VIOLATION,"ARREST, CITED",37.77469127,-122.4326493,1900-01-01 15:50:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.76626756,-122.4265407,1900-01-01 15:45:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.78331041,-122.3883799,1900-01-01 15:35:00,1.0
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",NONE,37.80336134,-122.4241235,1900-01-01 15:30:00,1.0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",NONE,37.80518054,-122.4405155,1900-01-01 15:30:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.78331041,-122.3883799,1900-01-01 15:25:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.72993469,-122.3977444,1900-01-01 15:20:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.78150637,-122.4079329,1900-01-01 15:20:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.78575932,-122.4835493,1900-01-01 15:15:00,1.0
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,"ARREST, BOOKED",37.78234652,-122.4138932,1900-01-01 15:05:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.79026332,-122.4084045,1900-01-01 15:05:00,1.0
OTHER OFFENSES,PAROLE VIOLATION,"ARREST, BOOKED",37.78234652,-122.4138932,1900-01-01 15:05:00,1.0
DRUG/NARCOTIC,SALE OF HEROIN,"ARREST, BOOKED",37.78234652,-122.4138932,1900-01-01 15:05:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.77205539,-122.4422164,1900-01-01 15:00:00,1.0
NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,NONE,37.7433088,-122.4906868,1900-01-01 15:00:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.77509063,-122.3991609,1900-01-01 15:00:00,1.0
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,"ARREST, BOOKED",37.7870372,-122.4182742,1900-01-01 14:54:00,1.0
OTHER OFFENSES,PAROLE VIOLATION,"ARREST, BOOKED",37.7870372,-122.4182742,1900-01-01 14:54:00,1.0
ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),NONE,37.78959528,-122.4170443,1900-01-01 14:48:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.75456982,-122.4015903,1900-01-01 14:45:00,1.0
ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",NONE,37.75268492,-122.4109627,1900-01-01 14:30:00,1.0
SECONDARY CODES,DOMESTIC VIOLENCE,NONE,37.75268492,-122.4109627,1900-01-01 14:30:00,1.0
FORGERY/COUNTERFEITING,"CHECKS, POSSESSION WITH INTENT TO PASS",NONE,37.72094542,-122.4601522,1900-01-01 14:15:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NONE,37.78520719,-122.4066906,1900-01-01 14:10:00,1.0
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,NONE,37.78520719,-122.4066906,1900-01-01 14:10:00,1.0
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",NONE,37.72772052,-122.4085756,1900-01-01 14:05:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.78532383,-122.4171073,1900-01-01 14:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.80549603,-122.422009,1900-01-01 14:00:00,1.0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",NONE,37.77174998,-122.437023,1900-01-01 14:00:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NONE,37.77542071,-122.4034048,1900-01-01 13:52:00,1.0
NON-CRIMINAL,AIDED CASE,NONE,37.71497032,-122.4542643,1900-01-01 13:52:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.78418935,-122.4076335,1900-01-01 13:40:00,1.0
ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,"ARREST, BOOKED",37.78418935,-122.4076335,1900-01-01 13:40:00,1.0
PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,"ARREST, CITED",37.78379987,-122.4092684,1900-01-01 13:36:00,1.0
PROSTITUTION,HUMAN TRAFFICKING,"ARREST, CITED",37.78379987,-122.4092684,1900-01-01 13:36:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.78398247,-122.4160473,1900-01-01 13:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.74078228,-122.4025028,1900-01-01 13:20:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.78186219,-122.4138696,1900-01-01 13:15:00,1.0
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,"ARREST, BOOKED",37.77435817,-122.420255,1900-01-01 13:15:00,1.0
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,"ARREST, BOOKED",37.77435817,-122.420255,1900-01-01 13:15:00,1.0
NON-CRIMINAL,"AIDED CASE, SICK PERSON",NONE,37.76871427,-122.4533763,1900-01-01 13:13:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.78367196,-122.4150887,1900-01-01 13:10:00,1.0
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",NONE,37.7804437,-122.4329892,1900-01-01 13:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77073127,-122.4487691,1900-01-01 13:00:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.78111921,-122.412597,1900-01-01 13:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77261005,-122.4652087,1900-01-01 12:50:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.77261005,-122.4652087,1900-01-01 12:50:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.79189814,-122.402574,1900-01-01 12:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,NONE,37.78958498,-122.4062037,1900-01-01 12:20:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77340918,-122.4223448,1900-01-01 12:00:00,1.0
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",NONE,37.77700482,-122.4441488,1900-01-01 12:00:00,1.0
KIDNAPPING,FALSE IMPRISONMENT,"ARREST, BOOKED",37.79327153,-122.4136544,1900-01-01 12:00:00,1.0
FRAUD,"FALSE PRETENSES, PETTY THEFT",NONE,37.78511786,-122.404957,1900-01-01 12:00:00,1.0
NON-CRIMINAL,LOST PROPERTY,NONE,37.77070653,-122.4045873,1900-01-01 12:00:00,1.0
ASSAULT,THREATS AGAINST LIFE,"ARREST, BOOKED",37.79327153,-122.4136544,1900-01-01 12:00:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NONE,37.78233597,-122.3930926,1900-01-01 12:00:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.72848925,-122.4299699,1900-01-01 12:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.79006523,-122.4358312,1900-01-01 12:00:00,1.0
ASSAULT,INFLICT INJURY ON COHABITEE,"ARREST, BOOKED",37.79327153,-122.4136544,1900-01-01 12:00:00,1.0
ASSAULT,THREATS AGAINST LIFE,"ARREST, BOOKED",37.73574191,-122.3793454,1900-01-01 11:38:00,1.0
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,"ARREST, BOOKED",37.73574191,-122.3793454,1900-01-01 11:38:00,1.0
NON-CRIMINAL,SEARCH WARRANT SERVICE,"ARREST, BOOKED",37.73574191,-122.3793454,1900-01-01 11:38:00,1.0
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,"ARREST, CITED",37.71594115,-122.4397844,1900-01-01 11:37:00,1.0
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,"ARREST, BOOKED",37.78338624,-122.4098537,1900-01-01 11:30:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.78338624,-122.4098537,1900-01-01 11:30:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.78638302,-122.399289,1900-01-01 11:30:00,1.0
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,"ARREST, BOOKED",37.78338624,-122.4098537,1900-01-01 11:30:00,1.0
NON-CRIMINAL,SHELTER,JUVENILE BOOKED,37.71473474,-122.412458,1900-01-01 11:22:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NOT PROSECUTED,37.78321452,-122.4107688,1900-01-01 11:14:00,1.0
DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,NOT PROSECUTED,37.78321452,-122.4107688,1900-01-01 11:14:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.74328674,-122.4702334,1900-01-01 11:14:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.74303478,-122.4243091,1900-01-01 11:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.7952924,-122.3985731,1900-01-01 11:00:00,1.0
NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",NONE,37.79105457,-122.4207137,1900-01-01 10:59:00,1.0
NON-CRIMINAL,CASE CLOSURE,"ARREST, CITED",37.7431745,-122.4741027,1900-01-01 10:58:00,1.0
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,"ARREST, CITED",37.7431745,-122.4741027,1900-01-01 10:58:00,1.0
LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,NONE,37.73203743,-122.3800288,1900-01-01 10:57:00,1.0
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,NONE,37.73203743,-122.3800288,1900-01-01 10:57:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.77966604,-122.4137112,1900-01-01 10:55:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.74746132,-122.481305,1900-01-01 10:54:00,1.0
OTHER OFFENSES,"SCHOOL, PUBLIC, TRESPASS",NONE,37.74746132,-122.481305,1900-01-01 10:54:00,1.0
OTHER OFFENSES,PROBATION VIOLATION,"ARREST, BOOKED",37.77973763,-122.407163,1900-01-01 10:51:00,1.0
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,"ARREST, BOOKED",37.77973763,-122.407163,1900-01-01 10:51:00,1.0
WEAPON LAWS,CARRYING A CONCEALED WEAPON,"ARREST, BOOKED",37.77973763,-122.407163,1900-01-01 10:51:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",NONE,37.77589845,-122.4184806,1900-01-01 10:40:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.73458053,-122.3918491,1900-01-01 10:31:00,1.0
DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,"ARREST, CITED",37.78321452,-122.4107688,1900-01-01 10:30:00,1.0
EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE","ARREST, BOOKED",37.78049034,-122.393695,1900-01-01 10:30:00,1.0
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,"ARREST, BOOKED",37.75301865,-122.4185872,1900-01-01 10:30:00,1.0
DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,"ARREST, CITED",37.78250256,-122.4105513,1900-01-01 10:27:00,1.0
SECONDARY CODES,DOMESTIC VIOLENCE,"ARREST, BOOKED",37.76231518,-122.4629735,1900-01-01 10:25:00,1.0
ASSAULT,INFLICT INJURY ON COHABITEE,"ARREST, BOOKED",37.76231518,-122.4629735,1900-01-01 10:25:00,1.0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,NONE,37.78244651,-122.416343,1900-01-01 10:15:00,1.0
BURGLARY,"BURGLARY, VEHICLE, ATT. (ARREST MADE)",JUVENILE CITED,37.77595927,-122.4919581,1900-01-01 10:13:00,1.0
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,JUVENILE CITED,37.77595927,-122.4919581,1900-01-01 10:13:00,1.0
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,JUVENILE CITED,37.77595927,-122.4919581,1900-01-01 10:13:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.77542071,-122.4034048,1900-01-01 10:06:00,1.0
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",NONE,37.7991512,-122.4324665,1900-01-01 10:00:00,1.0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",NONE,37.75362451,-122.4442308,1900-01-01 10:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.74092819,-122.4660262,1900-01-01 10:00:00,1.0
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",NONE,37.73568755,-122.4945949,1900-01-01 10:00:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.78922421,-122.4085974,1900-01-01 10:00:00,1.0
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,"ARREST, BOOKED",37.78338624,-122.4098537,1900-01-01 09:49:00,1.0
OTHER OFFENSES,PROBATION VIOLATION,"ARREST, BOOKED",37.78338624,-122.4098537,1900-01-01 09:49:00,1.0
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,"ARREST, BOOKED",37.78338624,-122.4098537,1900-01-01 09:49:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.78382269,-122.4210119,1900-01-01 09:48:00,1.0
DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES,"ARREST, BOOKED",37.78279311,-122.4140563,1900-01-01 09:48:00,1.0
DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,"ARREST, BOOKED",37.78279311,-122.4140563,1900-01-01 09:48:00,1.0
OTHER OFFENSES,PAROLE VIOLATION,"ARREST, BOOKED",37.78279311,-122.4140563,1900-01-01 09:48:00,1.0
DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,"ARREST, CITED",37.78191196,-122.413048,1900-01-01 09:45:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",NONE,37.7797875,-122.4696287,1900-01-01 09:45:00,1.0
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,"ARREST, CITED",37.78191196,-122.413048,1900-01-01 09:45:00,1.0
DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,"ARREST, BOOKED",37.78327552,-122.4098494,1900-01-01 09:43:00,1.0
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,"ARREST, BOOKED",37.78327552,-122.4098494,1900-01-01 09:43:00,1.0
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,"ARREST, BOOKED",37.78327552,-122.4098494,1900-01-01 09:43:00,1.0
DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,"ARREST, CITED",37.78053454,-122.408163,1900-01-01 09:42:00,1.0
DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,"ARREST, CITED",37.78399168,-122.4080683,1900-01-01 09:40:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.7826335,-122.4148786,1900-01-01 09:35:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.74824538,-122.4186949,1900-01-01 09:30:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",NONE,37.71042615,-122.4131611,1900-01-01 09:30:00,1.0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",NONE,37.72086924,-122.3872476,1900-01-01 09:30:00,1.0
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,"ARREST, BOOKED",37.77704362,-122.4135835,1900-01-01 09:26:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.78012429,-122.4458936,1900-01-01 09:25:00,1.0
SECONDARY CODES,JUVENILE INVOLVED,NONE,37.78012429,-122.4458936,1900-01-01 09:25:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,NONE,37.73140542,-122.4623739,1900-01-01 09:15:00,1.0
NON-CRIMINAL,CASE CLOSURE,COMPLAINANT REFUSES TO PROSECUTE,37.76183116,-122.4519589,1900-01-01 09:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,NONE,37.78203256,-122.4085344,1900-01-01 09:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.786978,-122.416874,1900-01-01 09:00:00,1.0
FRAUD,"CREDIT CARD, THEFT BY USE OF",NONE,37.76348501,-122.434229,1900-01-01 09:00:00,1.0
BURGLARY,"BURGLARY, FORCIBLE ENTRY",NONE,37.78989786,-122.4112814,1900-01-01 09:00:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NONE,37.78195365,-122.4100416,1900-01-01 09:00:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.77542071,-122.4034048,1900-01-01 09:00:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.77552412,-122.4260714,1900-01-01 09:00:00,1.0
LARCENY/THEFT,GRAND THEFT FROM PERSON,NONE,37.76348501,-122.434229,1900-01-01 09:00:00,1.0
FRAUD,"CREDIT CARD, THEFT BY USE OF",NONE,37.74257558,-122.4637879,1900-01-01 09:00:00,1.0
SECONDARY CODES,DOMESTIC VIOLENCE,COMPLAINANT REFUSES TO PROSECUTE,37.76183116,-122.4519589,1900-01-01 09:00:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",COMPLAINANT REFUSES TO PROSECUTE,37.76183116,-122.4519589,1900-01-01 09:00:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.7592163,-122.4692649,1900-01-01 08:45:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.76867464,-122.4781955,1900-01-01 08:45:00,1.0
ASSAULT,BATTERY,NONE,37.78325838,-122.418382,1900-01-01 08:31:00,1.0
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NONE,37.76382223,-122.4135917,1900-01-01 08:00:00,1.0
VEHICLE THEFT,STOLEN AUTOMOBILE,NONE,37.7850837,-122.4476228,1900-01-01 08:00:00,1.0
LARCENY/THEFT,GRAND THEFT PICKPOCKET,NONE,37.78399168,-122.4080683,1900-01-01 08:00:00,1.0
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,NONE,37.79330657,-122.4279865,1900-01-01 08:00:00,1.0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",NONE,37.71813398,-122.3983153,1900-01-01 08:00:00,1.0
MISSING PERSON,FOUND PERSON,LOCATED,37.73233125,-122.3783923,1900-01-01 07:45:00,1.0
MISSING PERSON,MISSING JUVENILE,LOCATED,37.73233125,-122.3783923,1900-01-01 07:45:00,1.0
NON-CRIMINAL,COURTESY REPORT,COMPLAINANT REFUSES TO PROSECUTE,37.72187048,-122.44301,1900-01-01 07:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NONE,37.76770126,-122.407817,1900-01-01 07:30:00,1.0
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,COMPLAINANT REFUSES TO PROSECUTE,37.72187048,-122.44301,1900-01-01 07:30:00,1.0
NON-CRIMINAL,CASE CLOSURE,COMPLAINANT REFUSES TO PROSECUTE,37.72187048,-122.44301,1900-01-01 07:30:00,1.0
NON-CRIMINAL,"AIDED CASE, SICK PERSON",NONE,37.76846349,-122.451099,1900-01-01 07:13:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.78079066,-122.3996176,1900-01-01 07:09:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.73355061,-122.4341458,1900-01-01 07:00:00,1.0
STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING","ARREST, BOOKED",37.80071795,-122.4312355,1900-01-01 07:00:00,1.0
BURGLARY,"BURGLARY, UNLAWFUL ENTRY","ARREST, BOOKED",37.80071795,-122.4312355,1900-01-01 07:00:00,1.0
LARCENY/THEFT,GRAND THEFT OF PROPERTY,NONE,37.76571844,-122.4095299,1900-01-01 07:00:00,1.0
NON-CRIMINAL,FOUND PROPERTY,NONE,37.76824631,-122.4533546,1900-01-01 06:49:00,1.0
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,NONE,37.76824631,-122.4533546,1900-01-01 06:49:00,1.0
FORGERY/COUNTERFEITING,"FORGERY, NOTES",NONE,37.77629724,-122.4313616,1900-01-01 06:30:00,1.0
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,NONE,37.78362012,-122.4226542,1900-01-01 06:00:00,1.0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NONE,37.76272702,-122.4948135,1900-01-01 05:45:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",NONE,37.79546608,-122.4187155,1900-01-01 05:00:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",NONE,37.72806287,-122.4146376,1900-01-01 05:00:00,1.0
BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",NONE,37.79482648,-122.415654,1900-01-01 04:48:00,1.0
VEHICLE THEFT,STOLEN TRUCK,NONE,37.72119806,-122.4462967,1900-01-01 04:30:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.72151825,-122.3999252,1900-01-01 04:30:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",NONE,37.75613652,-122.4080558,1900-01-01 04:25:00,1.0
ASSAULT,BATTERY,NONE,37.75613652,-122.4080558,1900-01-01 04:25:00,1.0
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,"ARREST, BOOKED",37.78189378,-122.4864887,1900-01-01 04:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED","ARREST, BOOKED",37.78189378,-122.4864887,1900-01-01 04:00:00,1.0
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI","ARREST, BOOKED",37.76771775,-122.4156055,1900-01-01 03:29:00,1.0
VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION","ARREST, BOOKED",37.76771775,-122.4156055,1900-01-01 03:29:00,1.0
OTHER OFFENSES,RESISTING ARREST,"ARREST, BOOKED",37.76771775,-122.4156055,1900-01-01 03:29:00,1.0
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",NONE,37.79225693,-122.4327619,1900-01-01 03:10:00,1.0
WARRANTS,WARRANT ARREST,"ARREST, BOOKED",37.785116,-122.4187513,1900-01-01 02:59:00,1.0
PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,NONE,37.78709665,-122.4107216,1900-01-01 02:50:00,1.0
SUSPICIOUS OCC,INVESTIGATIVE DETENTION,NONE,37.78709665,-122.4107216,1900-01-01 02:50:00,1.0
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,NONE,37.78075652,-122.4070391,1900-01-01 02:00:00,1.0
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PSYCHOPATHIC CASE,37.77762424,-122.3999811,1900-01-01 02:00:00,1.0
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED","ARREST, CITED",37.71355029,-122.4366406,1900-01-01 01:56:00,1.0
OTHER OFFENSES,RESISTING ARREST,"ARREST, BOOKED",37.76724422,-122.5102257,1900-01-01 01:48:00,1.0
NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED","ARREST, BOOKED",37.76724422,-122.5102257,1900-01-01 01:48:00,1.0
